Date,Id,Temperature
1854-07-01,3,20.426
1853-08-01,3,19.308
1854-08-01,3,19.291
1850-07-01,3,19.233
1855-08-01,3,19.012
1850-06-01,3,18.946
1853-07-01,3,18.923
1857-07-01,3,18.717
1853-06-01,3,18.611
1850-08-01,3,18.477
1855-07-01,3,18.467
1856-08-01,3,18.386
1856-07-01,3,18.349
1856-06-01,3,18.326
1857-08-01,3,18.194
1854-06-01,3,18.188
1852-07-01,3,17.795
1852-06-01,3,17.76
1853-09-01,3,17.691
1855-06-01,3,17.642
1852-08-01,3,17.567
1857-06-01,3,17.372
1851-08-01,3,17.361
1854-09-01,3,17.357
1851-06-01,3,17.288
1857-09-01,3,17.223
1856-09-01,3,17.21
1851-07-01,3,17.103
1855-09-01,3,17.078
1853-07-01,7,16.999
1852-07-01,7,16.984
1851-07-01,7,16.831
1853-08-01,7,16.789
1850-07-01,7,16.783
1854-07-01,7,16.775
1855-05-01,3,16.77
1854-05-01,3,16.748
1850-08-01,7,16.718
1854-08-01,7,16.707
1856-05-01,3,16.704
1855-08-01,7,16.685
1855-07-01,7,16.675
1856-07-01,7,16.675
1852-09-01,3,16.665
1851-08-01,7,16.621
1852-06-01,7,16.619
1852-08-01,7,16.566
1853-05-01,3,16.543
1851-06-01,7,16.496
1856-06-01,7,16.492
1857-07-01,7,16.478
1857-08-01,7,16.459
1853-06-01,7,16.455
1855-06-01,7,16.445
1856-08-01,7,16.39
1851-09-01,3,16.36
1850-06-01,7,16.353
1854-06-01,7,16.286
1857-06-01,7,16.175
1854-09-01,7,16.098
1851-09-01,7,16.058
1852-09-01,7,16.038
1853-09-01,7,15.942
1852-05-01,7,15.899
1850-09-01,7,15.886
1850-09-01,3,15.846
1857-09-01,7,15.84
1852-05-01,3,15.835
1855-09-01,7,15.829
1855-05-01,7,15.822
1856-05-01,7,15.813
1853-05-01,7,15.793
1854-05-01,7,15.793
1851-05-01,7,15.771
1850-05-01,3,15.655
1856-09-01,7,15.641
1857-05-01,3,15.6
1850-05-01,7,15.507
1854-10-01,7,15.378
1854-10-01,3,15.341
1857-05-01,7,15.279
1851-10-01,7,15.213
1855-04-01,7,15.187
1852-10-01,7,15.178
1855-10-01,7,15.075
1851-05-01,3,15.01
1858-04-01,7,14.967
1851-10-01,3,14.961
1854-04-01,7,14.945
1856-04-01,7,14.945
1853-04-01,7,14.919
1857-10-01,7,14.918
1853-10-01,7,14.874
1852-10-01,3,14.849
1850-10-01,7,14.831
1852-04-01,7,14.786
1856-10-01,7,14.783
1853-10-01,3,14.757
1854-07-01,1,14.692
1850-04-01,7,14.667
1853-07-01,1,14.645
1851-04-01,7,14.64
1857-10-01,3,14.558
1851-07-01,1,14.531
1852-07-01,1,14.512
1850-07-01,1,14.492
1857-04-01,7,14.481
1856-04-01,3,14.387
1855-10-01,3,14.26
1851-04-01,3,14.236
1855-03-01,7,14.172
1851-11-01,7,14.161
1856-10-01,3,14.128
1854-11-01,7,14.123
1855-11-01,7,14.118
1854-03-01,7,14.089
1858-03-01,7,14.044
1850-03-01,7,14.043
1850-08-01,1,14.039
1853-03-01,7,14.033
1856-07-01,1,14.019
1856-03-01,7,13.957
1853-08-01,1,13.953
1857-07-01,1,13.953
1852-11-01,7,13.948
1855-07-01,1,13.926
1857-03-01,7,13.916
1858-04-01,3,13.912
1850-11-01,7,13.897
1851-03-01,7,13.897
1854-08-01,1,13.889
1856-11-01,7,13.856
1853-11-01,7,13.829
1857-11-01,7,13.829
1852-12-01,7,13.782
1851-08-01,1,13.751
1852-03-01,7,13.736
1853-04-01,3,13.72
1855-04-01,3,13.709
1855-02-01,7,13.646
1851-12-01,7,13.638
1850-02-01,7,13.588
1855-08-01,1,13.547
1856-06-01,1,13.496
1854-12-01,7,13.467
1851-06-01,1,13.418
1853-06-01,1,13.41
1854-04-01,3,13.402
1857-02-01,7,13.385
1855-01-01,7,13.384
1856-01-01,7,13.368
1857-12-01,7,13.367
1853-02-01,7,13.362
1851-02-01,7,13.331
1853-12-01,7,13.324
1856-12-01,7,13.321
1852-02-01,7,13.311
1856-02-01,7,13.311
1852-08-01,1,13.304
1850-12-01,7,13.3
1858-02-01,7,13.29
1854-02-01,7,13.248
1851-01-01,7,13.245
1852-01-01,7,13.231
1858-01-01,7,13.221
1855-12-01,7,13.215
1857-08-01,1,13.203
1850-10-01,3,13.189
1852-06-01,1,13.164
1850-06-01,1,13.15
1853-01-01,7,13.143
1857-04-01,3,13.107
1856-08-01,1,13.021
1855-06-01,1,12.984
1854-01-01,7,12.983
1857-01-01,7,12.972
1850-04-01,3,12.934
1850-01-01,7,12.833
1854-06-01,1,12.829
1857-06-01,1,12.611
1852-11-01,3,12.009
1853-09-01,1,11.71
1851-09-01,1,11.677
1854-09-01,1,11.514
1851-03-01,3,11.507
1850-09-01,1,11.505
1852-09-01,1,11.478
1850-11-01,3,11.388
1853-11-01,3,11.269
1852-04-01,3,11.249
1855-05-01,1,11.186
1852-05-01,1,11.169
1855-09-01,1,11.141
1855-11-01,3,11.117
1851-05-01,1,11.113
1854-05-01,1,11.095
1857-09-01,1,11.056
1853-05-01,1,10.975
1856-09-01,1,10.948
1852-12-01,3,10.781
1854-11-01,3,10.707
1856-05-01,1,10.53
1857-11-01,3,10.527
1854-03-01,3,10.469
1858-03-01,3,10.44
1856-11-01,3,10.349
1850-03-01,3,10.347
1856-03-01,3,10.327
1853-03-01,3,10.325
1857-03-01,3,10.21
1855-03-01,3,10.16
1850-05-01,1,10.004
1850-02-01,3,9.97
1857-05-01,1,9.885
1851-02-01,3,9.808
1854-10-01,1,9.763
1857-02-01,3,9.602
1857-12-01,3,9.509
1852-03-01,3,9.215
1851-10-01,1,9.122
1858-01-01,3,9.044
1853-01-01,3,8.972
1851-01-01,3,8.951
1852-10-01,1,8.91
1854-01-01,3,8.786
1855-04-01,1,8.58
1852-02-01,3,8.569
1853-10-01,1,8.535
1854-02-01,3,8.508
1854-12-01,3,8.506
1852-01-01,3,8.474
1855-10-01,1,8.444
1856-02-01,3,8.294
1853-02-01,3,8.29
1858-04-01,1,8.25
1850-01-01,3,8.242
1853-12-01,3,8.23
1855-01-01,3,8.22
1857-10-01,1,8.198
1850-10-01,1,8.091
1856-10-01,1,8.087
1850-07-01,5,8.014
1851-11-01,3,7.951
1854-07-01,5,7.89
1856-12-01,3,7.885
1855-12-01,3,7.879
1858-02-01,3,7.829
1856-04-01,1,7.751
1855-07-01,5,7.691
1854-04-01,1,7.622
1855-02-01,3,7.604
1852-07-01,5,7.57
1853-04-01,1,7.541
1850-12-01,3,7.493
1852-04-01,1,7.487
1857-07-01,5,7.438
1852-08-01,5,7.429
1851-07-01,5,7.425
1850-08-01,5,7.406
1854-08-01,5,7.303
1856-01-01,3,7.298
1851-04-01,1,7.287
1853-08-01,5,7.273
1850-04-01,1,7.217
1850-06-01,5,7.106
1856-07-01,5,7.035
1857-08-01,5,6.998
1853-06-01,5,6.944
1853-07-01,5,6.933
1855-08-01,5,6.931
1856-06-01,5,6.879
1857-04-01,1,6.827
1856-08-01,5,6.767
1852-06-01,5,6.705
1857-01-01,3,6.642
1851-08-01,5,6.595
1854-06-01,5,6.493
1855-06-01,5,6.476
1851-12-01,3,6.436
1851-06-01,5,6.374
1857-06-01,5,5.849
1853-09-01,5,5.779
1854-11-01,1,5.745
1852-09-01,5,5.742
1854-09-01,5,5.554
1851-09-01,5,5.525
1855-09-01,5,5.499
1856-11-01,1,5.36
1857-11-01,1,5.236
1855-11-01,1,5.186
1857-09-01,5,5.146
1851-11-01,1,4.973
1850-03-01,1,4.954
1856-09-01,5,4.864
1858-03-01,1,4.834
1853-11-01,1,4.783
1850-11-01,1,4.733
1854-03-01,1,4.698
1852-05-01,5,4.624
1855-03-01,1,4.617
1852-11-01,1,4.593
1850-09-01,5,4.533
1852-11-01,4,4.373
1856-03-01,1,4.372
1853-05-01,5,4.364
1857-03-01,1,4.312
1855-05-01,5,4.286
1852-01-01,4,4.24
1851-03-01,1,4.192
1854-05-01,5,4.184
1857-01-01,4,4.164
1851-05-01,5,4.136
1853-03-01,1,4.078
1856-05-01,5,3.945
1852-03-01,1,3.884
1850-05-01,5,3.811
1852-12-01,1,3.785
1851-07-01,4,3.751
1857-05-01,5,3.639
1857-12-01,1,3.515
1857-01-01,6,3.498
1850-11-01,4,3.491
1854-12-01,1,3.457
1856-02-01,6,3.428
1856-12-01,1,3.381
1853-05-01,4,3.36
1852-12-01,4,3.339
1851-10-01,5,3.298
1851-06-01,4,3.187
1851-05-01,4,3.184
1851-12-01,1,3.14
1855-02-01,4,3.083
1850-02-01,1,3.071
1854-10-01,5,3.033
1850-02-01,4,3.007
1857-11-01,4,3.003
1855-02-01,1,2.982
1855-11-01,6,2.963
1855-10-01,6,2.929
1852-07-01,4,2.924
1857-10-01,5,2.881
1852-03-01,4,2.88
1853-12-01,1,2.858
1851-12-01,6,2.843
1850-07-01,4,2.84
1850-01-01,6,2.822
1850-06-01,4,2.817
1852-10-01,5,2.813
1852-05-01,4,2.805
1850-12-01,1,2.803
1856-01-01,6,2.795
1856-01-01,1,2.76
1858-01-01,1,2.739
1852-02-01,4,2.737
1851-02-01,6,2.714
1850-09-01,4,2.692
1853-04-01,4,2.69
1851-02-01,4,2.654
1857-12-01,4,2.607
1850-12-01,6,2.594
1857-02-01,4,2.59
1854-01-01,4,2.589
1854-12-01,4,2.583
1856-03-01,6,2.56
1852-02-01,1,2.54
1855-01-01,1,2.522
1851-02-01,1,2.508
1851-09-01,4,2.496
1857-02-01,1,2.481
1854-12-01,6,2.463
1853-01-01,4,2.461
1853-10-01,4,2.451
1856-03-01,4,2.441
1851-01-01,1,2.431
1850-05-01,4,2.406
1856-12-01,4,2.402
1850-03-01,4,2.401
1851-01-01,4,2.399
1857-03-01,6,2.391
1852-01-01,1,2.376
1855-02-01,6,2.343
1850-10-01,4,2.338
1856-01-01,4,2.331
1851-04-01,5,2.331
1855-10-01,5,2.317
1853-03-01,4,2.294
1858-02-01,1,2.284
1856-12-01,6,2.279
1853-10-01,6,2.277
1853-02-01,1,2.228
1856-02-01,1,2.226
1855-12-01,1,2.214
1856-05-01,4,2.209
1852-12-01,6,2.204
1854-04-01,4,2.16
1856-10-01,6,2.153
1853-11-01,4,2.15
1858-02-01,4,2.149
1850-10-01,6,2.133
1856-02-01,4,2.111
1854-03-01,4,2.107
1857-06-01,4,2.106
1850-08-01,4,2.079
1858-01-01,4,2.067
1853-07-01,4,2.058
1858-01-01,6,2.052
1857-03-01,4,2.047
1851-03-01,4,2.037
1855-10-01,4,2.029
1857-10-01,4,2.017
1850-10-01,5,2.013
1856-10-01,5,1.979
1857-05-01,4,1.975
1853-12-01,4,1.971
1851-04-01,4,1.97
1854-11-01,4,1.954
1851-12-01,4,1.949
1854-02-01,1,1.941
1850-12-01,4,1.925
1852-06-01,4,1.925
1856-10-01,4,1.917
1851-10-01,4,1.915
1857-02-01,6,1.912
1857-04-01,4,1.864
1854-02-01,4,1.863
1855-12-01,6,1.856
1854-07-01,4,1.853
1853-10-01,5,1.85
1853-09-01,4,1.847
1858-03-01,4,1.837
1851-11-01,4,1.833
1857-01-01,1,1.821
1852-08-01,4,1.812
1857-12-01,6,1.804
1850-09-01,6,1.798
1853-01-01,1,1.786
1853-02-01,6,1.783
1852-02-01,6,1.78
1851-01-01,6,1.771
1856-08-01,6,1.754
1858-04-01,4,1.741
1850-01-01,4,1.738
1852-01-01,6,1.705
1855-01-01,6,1.699
1855-03-01,4,1.69
1853-04-01,5,1.655
1851-09-01,6,1.643
1854-11-01,6,1.635
1850-02-01,6,1.623
1851-03-01,6,1.611
1855-12-01,4,1.604
1858-02-01,6,1.591
1857-10-01,6,1.583
1857-11-01,6,1.579
1853-01-01,6,1.556
1853-02-01,4,1.535
1855-09-01,6,1.531
1853-12-01,6,1.528
1851-11-01,6,1.527
1854-03-01,6,1.517
1854-05-01,4,1.513
1852-09-01,6,1.51
1852-10-01,4,1.498
1853-03-01,6,1.494
1853-02-01,2,1.492
1852-04-01,4,1.491
1856-11-01,6,1.484
1857-07-01,4,1.48
1851-07-01,6,1.48
1852-11-01,6,1.48
1858-04-01,6,1.479
1856-11-01,4,1.477
1856-07-01,4,1.471
1852-03-01,6,1.471
1854-02-01,6,1.467
1857-09-01,6,1.467
1855-01-01,2,1.465
1853-06-01,6,1.418
1850-03-01,6,1.41
1852-09-01,4,1.407
1856-04-01,4,1.399
1851-08-01,4,1.392
1852-01-01,2,1.389
1852-12-01,2,1.371
1854-01-01,6,1.362
1854-08-01,4,1.36
1857-07-01,6,1.352
1852-07-01,6,1.35
1850-05-01,6,1.347
1855-08-01,6,1.345
1855-03-01,6,1.338
1850-04-01,6,1.329
1858-03-01,6,1.325
1855-02-01,2,1.322
1854-10-01,4,1.312
1854-05-01,6,1.306
1851-10-01,6,1.297
1856-09-01,4,1.294
1856-08-01,4,1.284
1854-01-01,1,1.281
1851-04-01,6,1.281
1851-08-01,6,1.281
1853-11-01,6,1.277
1850-02-01,2,1.275
1852-04-01,6,1.256
1854-04-01,6,1.25
1856-06-01,4,1.243
1856-04-01,5,1.242
1855-06-01,6,1.231
1854-10-01,6,1.229
1852-08-01,6,1.222
1856-09-01,6,1.222
1854-09-01,6,1.22
1853-08-01,4,1.21
1855-06-01,4,1.197
1853-07-01,6,1.195
1850-12-01,2,1.183
1854-12-01,2,1.167
1857-08-01,4,1.164
1852-04-01,2,1.158
1853-04-01,6,1.15
1850-11-01,2,1.149
1854-09-01,4,1.142
1855-04-01,5,1.141
1857-09-01,4,1.133
1851-06-01,6,1.13
1853-06-01,4,1.124
1851-01-01,2,1.122
1855-11-01,4,1.118
1852-02-01,2,1.115
1853-01-01,2,1.108
1857-04-01,6,1.106
1850-01-01,2,1.105
1851-02-01,2,1.11
1855-01-01,4,1.099
1858-01-01,2,1.094
1850-08-01,6,1.086
1856-06-01,6,1.083
1854-02-01,2,1.08
1850-11-01,6,1.069
1855-04-01,6,1.06
1851-10-01,2,1.058
1858-04-01,5,1.041
1855-04-01,2,1.034
1856-04-01,6,1.025
1855-04-01,4,1.024
1854-08-01,6,1.021
1850-04-01,5,1.018
1851-05-01,6,1.011
1850-04-01,4,1.004
1855-12-01,2,0.996
1851-12-01,2,0.982
1854-01-01,2,0.977
1851-03-01,2,0.971
1852-05-01,6,0.971
1851-11-01,2,0.968
1854-10-01,2,0.964
1854-06-01,4,0.964
1852-10-01,6,0.963
1855-08-01,4,0.957
1850-03-01,2,0.955
1856-02-01,2,0.953
1851-05-01,2,0.936
1853-09-01,6,0.928
1857-08-01,6,0.927
1857-01-01,2,0.924
1853-03-01,2,0.918
1856-12-01,2,0.918
1852-03-01,2,0.915
1856-05-01,2,0.915
1854-07-01,6,0.912
1854-06-01,6,0.902
1854-08-01,2,0.898
1855-03-01,2,0.898
1857-02-01,2,0.885
1856-09-01,2,0.884
1856-05-01,6,0.881
1857-04-01,5,0.88
1853-08-01,6,0.879
1853-11-01,2,0.868
1856-08-01,2,0.866
1855-05-01,6,0.866
1850-10-01,2,0.863
1850-06-01,6,0.857
1852-05-01,2,0.855
1854-07-01,2,0.85
1857-03-01,2,0.844
1851-04-01,2,0.829
1853-04-01,2,0.824
1850-08-01,2,0.802
1855-05-01,2,0.799
1857-06-01,2,0.798
1857-08-01,2,0.795
1857-07-01,2,0.792
1855-06-01,2,0.79
1854-03-01,2,0.789
1854-11-01,2,0.786
1850-07-01,6,0.786
1855-07-01,4,0.784
1853-05-01,6,0.782
1852-07-01,2,0.778
1855-10-01,2,0.778
1856-06-01,2,0.778
1851-08-01,2,0.775
1852-08-01,2,0.766
1856-10-01,2,0.759
1858-03-01,2,0.757
1856-01-01,2,0.752
1850-01-01,1,0.749
1853-09-01,2,0.749
1853-05-01,2,0.743
1855-09-01,4,0.741
1857-05-01,6,0.739
1852-11-01,5,0.736
1857-06-01,6,0.736
1856-03-01,2,0.735
1857-10-01,2,0.726
1853-08-01,2,0.723
1857-12-01,2,0.717
1853-12-01,2,0.716
1855-07-01,6,0.703
1852-11-01,2,0.693
1855-11-01,2,0.69
1852-09-01,2,0.689
1852-06-01,6,0.683
1857-05-01,2,0.681
1856-07-01,6,0.678
1850-09-01,2,0.675
1853-06-01,2,0.674
1854-04-01,2,0.674
1857-09-01,2,0.672
1850-04-01,2,0.665
1858-02-01,2,0.662
1858-04-01,2,0.661
1853-07-01,2,0.659
1851-06-01,2,0.655
1852-10-01,2,0.654
1855-05-01,4,0.651
1852-04-01,5,0.647
1854-05-01,2,0.638
1855-09-01,2,0.638
1852-06-01,2,0.636
1857-11-01,2,0.636
1855-07-01,2,0.635
1850-05-01,2,0.617
1850-06-01,2,0.614
1850-07-01,2,0.614
1851-07-01,2,0.606
1855-08-01,2,0.601
1851-09-01,2,0.581
1856-11-01,2,0.577
1856-04-01,2,0.57
1854-04-01,5,0.566
1854-09-01,2,0.552
1853-10-01,2,0.546
1857-04-01,2,0.543
1854-06-01,2,0.533
1853-02-01,8,0.457
1855-01-01,8,0.442
1852-01-01,8,0.438
1852-12-01,8,0.427
1856-07-01,2,0.422
1850-02-01,8,0.414
1855-02-01,8,0.402
1850-12-01,8,0.378
1852-04-01,8,0.377
1852-02-01,8,0.371
1850-11-01,8,0.368
1850-01-01,8,0.367
1854-12-01,8,0.364
1851-01-01,8,0.362
1851-02-01,8,0.361
1851-10-01,8,0.358
1853-01-01,8,0.356
1858-01-01,8,0.347
1851-11-01,8,0.344
1854-02-01,8,0.342
1850-03-01,8,0.341
1851-12-01,8,0.339
1851-03-01,8,0.33
1855-04-01,8,0.328
1851-05-01,8,0.322
1855-12-01,8,0.322
1852-03-01,8,0.317
1854-01-01,8,0.313
1854-10-01,8,0.309
1853-03-01,8,0.306
1856-02-01,8,0.306
1856-12-01,8,0.31
1857-01-01,8,0.31
1851-04-01,8,0.298
1852-05-01,8,0.298
1850-10-01,8,0.297
1856-05-01,8,0.296
1855-03-01,8,0.294
1853-11-01,8,0.29
1857-02-01,8,0.29
1856-09-01,8,0.289
1854-08-01,8,0.288
1856-08-01,8,0.285
1853-04-01,8,0.283
1854-07-01,8,0.282
1850-08-01,8,0.28
1852-07-01,8,0.278
1857-03-01,8,0.278
1852-08-01,8,0.277
1851-08-01,8,0.276
1850-04-01,8,0.267
1854-03-01,8,0.267
1855-05-01,8,0.267
1857-06-01,8,0.267
1857-07-01,8,0.266
1857-08-01,8,0.266
1855-06-01,8,0.264
1855-10-01,8,0.264
1856-06-01,8,0.264
1851-06-01,8,0.261
1852-09-01,8,0.261
1853-05-01,8,0.261
1854-11-01,8,0.261
1856-01-01,8,0.261
1852-11-01,8,0.26
1857-12-01,8,0.26
1853-09-01,8,0.259
1856-10-01,8,0.256
1853-12-01,8,0.255
1857-10-01,8,0.255
1858-03-01,8,0.255
1850-09-01,8,0.254
1856-03-01,8,0.252
1851-09-01,8,0.25
1852-10-01,8,0.25
1853-08-01,8,0.25
1850-05-01,8,0.249
1855-11-01,8,0.246
1850-06-01,8,0.245
1851-07-01,8,0.244
1852-06-01,8,0.243
1854-04-01,8,0.242
1857-05-01,8,0.241
1857-09-01,8,0.241
1857-11-01,8,0.241
1853-06-01,8,0.24
1858-04-01,8,0.239
1850-07-01,8,0.238
1853-07-01,8,0.238
1858-02-01,8,0.236
1854-05-01,8,0.233
1855-09-01,8,0.226
1855-07-01,8,0.225
1856-04-01,8,0.217
1855-08-01,8,0.214
1857-04-01,8,0.212
1853-10-01,8,0.211
1856-11-01,8,0.211
1854-09-01,8,0.21
1854-06-01,8,0.206
1856-07-01,8,0.185
1853-11-01,5,-0.076
1850-11-01,5,-0.12
1855-11-01,5,-0.517
1857-11-01,5,-0.605
1852-12-01,5,-0.639
1851-03-01,5,-0.7
1857-03-01,5,-1.071
1851-11-01,5,-1.345
1854-11-01,5,-1.406
1854-03-01,5,-1.413
1856-11-01,5,-1.433
1858-03-01,5,-1.47
1851-02-01,5,-1.507
1857-12-01,5,-1.546
1855-03-01,5,-1.865
1850-03-01,5,-1.905
1857-02-01,5,-1.92
1853-03-01,5,-1.966
1856-03-01,5,-2.241
1850-02-01,5,-2.291
1852-02-01,5,-2.337
1851-01-01,5,-2.443
1852-03-01,5,-2.491
1858-01-01,5,-2.692
1852-01-01,5,-2.755
1850-12-01,5,-2.807
1853-01-01,5,-2.818
1855-01-01,5,-3.125
1850-01-01,5,-3.206
1853-02-01,5,-3.213
1851-12-01,5,-3.242
1856-12-01,5,-3.33
1854-12-01,5,-3.397
1855-12-01,5,-3.453
1854-01-01,5,-3.552
1856-02-01,5,-3.679
1856-01-01,5,-3.727
1853-12-01,5,-4.015
1854-02-01,5,-4.109
1858-02-01,5,-4.148
1855-02-01,5,-4.947
1857-01-01,5,-5.407
